OrderID,Order Date,Product ID,Customer ID,Store ID,Quantity Sold,Sales Person ID
ORD000134,03/12/2022,P0138,C00339,S007,52,SP0156
ORD000135,13/10/2022,P0059,C01906,S050,29,SP0022
ORD000136,25/09/2022,P0098,C01411,S021,40,SP0044
ORD000137,14/04/2022,P0132,C01772,S020,46,SP0145
ORD000138,22/12/2022,P0194,C00288,S031,20,SP0188
ORD000139,02/03/2022,P0185,C00777,S016,53,SP0191
ORD000140,18/05/2022,P0002,C01769,S025,39,SP0042
ORD000141,20/10/2022,P0139,C00812,S024,16,SP0177
ORD000142,08/12/2022,P0149,C00474,S013,42,SP0197
ORD000143,04/02/2022,P0135,C00467,S006,48,SP0059
ORD000144,19/05/2022,P0135,C01488,S037,32,SP0032
ORD000145,09/02/2022,P0181,C02426,S016,47,SP0003
ORD000146,28/01/2022,P0192,C01560,S013,48,SP0118
ORD000147,13/02/2022,P0016,C02653,S026,51,SP0130
ORD000148,15/02/2022,P0151,C02491,S025,48,SP0074
ORD000149,08/03/2022,P0195,C01431,S022,41,SP0105
ORD000150,24/01/2022,P0050,C02569,S010,23,SP0112
ORD000151,11/02/2022,P0043,C01478,S043,31,SP0180
ORD000152,28/11/2022,P0006,C01246,S001,40,SP0155
ORD000153,21/08/2022,P0113,C02435,S016,27,SP0163
ORD000154,06/06/2022,P0154,C02799,S021,15,SP0088
ORD000155,28/08/2022,P0100,C00309,S018,22,SP0098
ORD000156,13/05/2022,P0073,C01878,S026,38,SP0182
ORD000157,25/12/2022,P0075,C02254,S006,14,SP0027
ORD000158,14/10/2022,P0186,C00247,S010,53,SP0114
ORD000159,17/02/2022,P0135,C02239,S033,41,SP0183
ORD000160,10/06/2022,P0196,C02271,S001,30,SP0023
ORD000161,18/12/2022,P0017,C01403,S023,11,SP0138
ORD000162,01/09/2022,P0122,C01402,S041,15,SP0042
ORD000163,19/10/2022,P0091,C02023,S020,36,SP0056
ORD000164,12/08/2022,P0091,C01610,S016,40,SP0044
ORD000165,19/02/2022,P0034,C00967,S037,10,SP0127
ORD000166,29/10/2022,P0086,C01073,S046,28,SP0054
ORD000167,21/05/2022,P0182,C00508,S007,33,SP0141
ORD000168,08/03/2022,P0059,C02894,S014,17,SP0143
ORD000169,07/04/2022,P0154,C01774,S009,51,SP0034
ORD000170,14/09/2022,P0017,C00754,S011,23,SP0168
ORD000171,29/01/2022,P0161,C01529,S024,37,SP0121
ORD000172,06/04/2022,P0047,C00913,S041,34,SP0181
ORD000173,04/02/2022,P0196,C00456,S022,11,SP0145
ORD000174,30/03/2022,P0090,C01750,S028,34,SP0121
ORD000175,12/05/2022,P0083,C01090,S049,36,SP0189
ORD000176,14/06/2022,P0036,C00118,S045,53,SP0071
ORD000177,22/12/2022,P0083,C02653,S002,35,SP0022
ORD000178,03/10/2022,P0008,C00708,S004,23,SP0063
ORD000179,20/03/2022,P0008,C02860,S007,16,SP0145
ORD000180,15/05/2022,P0195,C00860,S004,33,SP0167
ORD000181,02/09/2022,P0050,C01847,S008,54,SP0170
ORD000182,05/01/2022,P0014,C00952,S019,20,SP0113
ORD000183,18/09/2022,P0140,C02351,S044,24,SP0059
ORD000184,13/01/2022,P0148,C00891,S022,10,SP0020
ORD000185,13/09/2022,P0177,C00221,S020,18,SP0162
ORD000186,23/01/2022,P0120,C02949,S031,26,SP0128
ORD000187,27/10/2022,P0052,C01095,S036,15,SP0127
ORD000188,03/04/2022,P0188,C01508,S016,23,SP0002
ORD000189,25/08/2022,P0122,C02923,S028,53,SP0097
ORD000190,22/09/2022,P0105,C02840,S018,14,SP0114
ORD000191,26/11/2022,P0013,C01895,S015,16,SP0084
ORD000192,05/07/2022,P0170,C01144,S030,30,SP0110
ORD000193,18/08/2022,P0045,C00398,S017,13,SP0028
ORD000194,18/05/2022,P0121,C02755,S033,10,SP0079
ORD000195,09/04/2022,P0133,C00516,S049,37,SP0147
ORD000196,29/07/2022,P0122,C02520,S010,24,SP0174
ORD000197,22/12/2022,P0015,C02277,S044,19,SP0010
ORD000198,28/05/2022,P0051,C01756,S026,10,SP0073
ORD000199,25/03/2022,P0064,C00085,S009,33,SP0173
ORD000200,18/06/2022,P0035,C02707,S014,21,SP0131
ORD000201,21/05/2022,P0030,C02889,S010,26,SP0081
ORD000202,02/04/2022,P0165,C01020,S037,17,SP0140
ORD000203,13/12/2022,P0087,C01945,S043,10,SP0075
ORD000204,08/06/2022,P0129,C01967,S036,54,SP0094
ORD000205,14/12/2022,P0198,C02317,S027,18,SP0170
ORD000206,25/08/2022,P0054,C00116,S045,51,SP0035
ORD000207,01/02/2022,P0162,C01374,S007,15,SP0030
ORD000208,30/03/2022,P0104,C01062,S036,41,SP0018
ORD000209,17/07/2022,P0054,C00640,S048,47,SP0041
ORD000210,16/11/2022,P0011,C01307,S033,16,SP0159
ORD000211,25/02/2022,P0051,C00898,S040,47,SP0080
ORD000212,19/11/2022,P0181,C00341,S005,34,SP0071
ORD000213,13/06/2022,P0160,C01951,S033,45,SP0053
ORD000214,05/12/2022,P0033,C02606,S047,40,SP0089
ORD000215,30/05/2022,P0131,C00097,S026,27,SP0069
ORD000216,24/07/2022,P0089,C00530,S013,30,SP0007
ORD000217,27/07/2022,P0135,C02021,S023,47,SP0016
ORD000218,12/08/2022,P0189,C01897,S050,34,SP0112
ORD000219,07/11/2022,P0110,C01987,S039,33,SP0041
ORD000220,17/11/2022,P0120,C00708,S050,27,SP0181
ORD000221,09/03/2022,P0070,C00403,S005,27,SP0023
ORD000222,01/01/2022,P0058,C02579,S010,35,SP0164
ORD000223,05/09/2022,P0162,C02979,S017,11,SP0178
ORD000224,24/12/2022,P0099,C02793,S029,33,SP0128
ORD000225,31/03/2022,P0006,C01876,S001,42,SP0072
ORD000226,20/10/2022,P0075,C02732,S018,39,SP0195
ORD000227,24/08/2022,P0129,C02108,S047,51,SP0137
ORD000228,18/03/2022,P0176,C02304,S013,37,SP0135
ORD000229,09/03/2022,P0159,C02684,S007,10,SP0024
ORD000230,01/05/2022,P0136,C02016,S041,37,SP0153
ORD000231,25/12/2022,P0134,C02975,S010,32,SP0006
ORD000232,01/03/2022,P0061,C00632,S017,10,SP0157
ORD000233,25/09/2022,P0062,C02212,S003,49,SP0099
ORD000234,28/11/2022,P0101,C01860,S009,17,SP0008
ORD000235,13/08/2022,P0036,C02083,S041,15,SP0126
ORD000236,14/01/2022,P0189,C00633,S005,19,SP0102
ORD000237,18/09/2022,P0141,C01590,S019,39,SP0198
ORD000238,30/07/2022,P0176,C01394,S004,18,SP0190
ORD000239,21/12/2022,P0167,C00038,S040,33,SP0015
ORD000240,04/05/2022,P0030,C00195,S038,15,SP0187
ORD000241,17/04/2022,P0113,C02565,S007,49,SP0075
ORD000242,04/06/2022,P0188,C00838,S046,20,SP0167
ORD000243,22/05/2022,P0082,C00323,S019,18,SP0091
ORD000244,29/06/2022,P0002,C00701,S038,31,SP0108
ORD000245,29/04/2022,P0111,C00856,S046,36,SP0092
ORD000246,26/10/2022,P0011,C01529,S010,48,SP0016
ORD000247,14/08/2022,P0177,C01161,S006,28,SP0029
ORD000248,04/07/2022,P0152,C02102,S017,30,SP0100
ORD000249,24/01/2022,P0076,C00945,S006,23,SP0063
ORD000250,09/10/2022,P0183,C01782,S029,16,SP0141
ORD000251,30/03/2022,P0119,C01726,S007,55,SP0190
ORD000252,19/10/2022,P0017,C00642,S002,22,SP0172
ORD000253,01/12/2022,P0137,C01305,S046,51,SP0185
ORD000254,11/01/2022,P0131,C00931,S006,54,SP0089
ORD000255,19/12/2022,P0133,C02531,S039,53,SP0189
ORD000256,13/04/2022,P0004,C01541,S006,15,SP0121
ORD000257,20/09/2022,P0173,C02009,S021,53,SP0064
ORD000258,14/06/2022,P0172,C00462,S019,43,SP0018
ORD000259,19/07/2022,P0100,C02253,S004,15,SP0157
ORD000260,25/12/2022,P0173,C00862,S011,13,SP0161
ORD000261,01/11/2022,P0160,C00603,S010,28,SP0106
ORD000262,14/09/2022,P0165,C00883,S050,12,SP0195
ORD000263,24/01/2022,P0177,C02410,S018,43,SP0137
ORD000264,12/03/2022,P0089,C01345,S035,45,SP0196
ORD000265,13/10/2022,P0019,C00809,S047,36,SP0076
ORD000266,05/06/2022,P0060,C00023,S004,42,SP0118
ORD000267,23/05/2022,P0022,C00605,S027,27,SP0177
ORD000268,01/01/2022,P0150,C00290,S017,44,SP0005
ORD000269,20/03/2022,P0032,C01400,S012,33,SP0142
ORD000270,19/08/2022,P0197,C01379,S001,13,SP0027
ORD000271,22/09/2022,P0071,C02333,S020,25,SP0070
ORD000272,13/04/2022,P0042,C01428,S045,40,SP0176
ORD000273,03/08/2022,P0145,C00763,S036,34,SP0092
ORD000274,21/12/2022,P0105,C00640,S036,52,SP0010
ORD000275,09/03/2022,P0115,C00874,S047,13,SP0130
ORD000276,04/12/2022,P0052,C02428,S028,13,SP0035
ORD000277,13/07/2022,P0200,C02569,S013,40,SP0171
ORD000278,10/10/2022,P0004,C00959,S014,30,SP0056
ORD000279,22/05/2022,P0115,C00433,S043,21,SP0115
ORD000280,13/11/2022,P0065,C01387,S011,14,SP0183
ORD000281,01/06/2022,P0101,C02448,S002,23,SP0139
ORD000282,25/02/2022,P0141,C02898,S044,25,SP0062
ORD000283,17/12/2022,P0187,C02713,S004,11,SP0129
ORD000284,14/12/2022,P0100,C02810,S046,20,SP0093
ORD000285,31/05/2022,P0190,C00326,S012,30,SP0197
ORD000286,23/08/2022,P0053,C00144,S028,48,SP0043
ORD000287,03/11/2022,P0138,C01463,S033,46,SP0097
ORD000288,29/01/2022,P0097,C02856,S014,48,SP0053
ORD000289,16/05/2022,P0076,C00383,S038,26,SP0178
ORD000290,27/05/2022,P0100,C02230,S030,16,SP0093
ORD000291,22/08/2022,P0020,C02985,S004,41,SP0180
ORD000292,17/06/2022,P0016,C01373,S002,10,SP0051
ORD000293,11/02/2022,P0191,C00173,S030,21,SP0042
ORD000294,27/06/2022,P0117,C02683,S013,27,SP0089
ORD000295,01/05/2022,P0141,C01983,S018,51,SP0112
ORD000296,09/09/2022,P0177,C02323,S037,27,SP0088
ORD000297,21/11/2022,P0194,C01976,S022,14,SP0139
ORD000298,07/11/2022,P0026,C00513,S013,36,SP0200
ORD000299,27/03/2022,P0044,C00672,S035,54,SP0145
ORD000300,25/07/2022,P0116,C02082,S043,52,SP0148
ORD000301,23/11/2022,P0117,C00415,S008,18,SP0055
ORD000302,10/01/2022,P0154,C00204,S001,37,SP0199
ORD000303,09/08/2022,P0066,C02285,S008,40,SP0174
ORD000304,11/01/2022,P0159,C02372,S016,25,SP0031
ORD000305,04/10/2022,P0032,C00458,S028,11,SP0113
ORD000306,08/03/2022,P0121,C02286,S006,33,SP0054
ORD000307,08/05/2022,P0109,C02844,S006,40,SP0009
ORD000308,16/12/2022,P0084,C02068,S050,10,SP0152
ORD000309,22/09/2022,P0082,C01820,S049,54,SP0002
ORD000310,17/03/2022,P0132,C00034,S044,17,SP0020
ORD000311,06/01/2022,P0157,C02118,S023,28,SP0182
ORD000312,16/12/2022,P0142,C02459,S003,51,SP0160
ORD000313,09/01/2022,P0131,C02289,S048,20,SP0191
ORD000314,08/01/2022,P0034,C01366,S026,26,SP0019
ORD000315,16/12/2022,P0057,C00199,S020,28,SP0058
ORD000316,22/11/2022,P0154,C00171,S029,27,SP0078
ORD000317,30/03/2022,P0017,C00202,S023,13,SP0112
ORD000318,01/11/2022,P0105,C00904,S025,21,SP0139
ORD000319,30/08/2022,P0184,C02161,S048,14,SP0174
ORD000320,02/10/2022,P0038,C02242,S044,19,SP0003
ORD000321,05/01/2022,P0124,C02582,S026,15,SP0014
ORD000322,04/08/2022,P0009,C02507,S007,34,SP0175
ORD000323,23/11/2022,P0076,C00411,S013,34,SP0059
ORD000324,04/09/2022,P0160,C00416,S040,28,SP0106
ORD000325,10/10/2022,P0026,C00907,S027,45,SP0160
ORD000326,13/03/2022,P0073,C00527,S005,47,SP0024
ORD000327,17/11/2022,P0165,C00129,S006,42,SP0094
ORD000328,18/05/2022,P0031,C00949,S004,37,SP0088
ORD000329,05/08/2022,P0134,C01636,S031,23,SP0071
ORD000330,10/06/2022,P0195,C00090,S026,55,SP0038
ORD000331,20/11/2022,P0093,C02305,S049,27,SP0200
ORD000332,10/06/2022,P0107,C01620,S050,21,SP0110
ORD000333,14/04/2022,P0033,C00120,S041,51,SP0015
ORD000334,03/01/2022,P0061,C00784,S050,27,SP0041
ORD000335,09/11/2022,P0061,C00929,S017,31,SP0112
ORD000336,17/03/2022,P0053,C02021,S030,44,SP0126
ORD000337,18/03/2022,P0137,C01131,S015,51,SP0102
ORD000338,03/04/2022,P0173,C02308,S019,34,SP0161
ORD000339,29/03/2022,P0061,C01641,S003,50,SP0174
ORD000340,03/03/2022,P0029,C00294,S041,47,SP0018
ORD000341,07/03/2022,P0103,C00691,S016,13,SP0087
ORD000342,21/09/2022,P0128,C01647,S028,38,SP0023
ORD000343,08/10/2022,P0046,C02383,S007,41,SP0144
ORD000344,22/02/2022,P0149,C00008,S044,16,SP0170
ORD000345,24/07/2022,P0013,C01846,S034,39,SP0017
ORD000346,16/11/2022,P0009,C00542,S017,18,SP0150
ORD000347,11/01/2022,P0061,C02969,S003,18,SP0063
ORD000348,15/04/2022,P0116,C02058,S026,36,SP0064
ORD000349,13/06/2022,P0036,C00248,S007,14,SP0023
ORD000350,02/10/2022,P0175,C01927,S018,32,SP0171
ORD000351,22/04/2022,P0079,C02473,S047,13,SP0013
ORD000352,31/03/2022,P0165,C01021,S050,16,SP0070
ORD000353,18/03/2022,P0126,C02846,S046,16,SP0060
ORD000354,27/04/2022,P0016,C01175,S045,53,SP0065
ORD000355,27/03/2022,P0190,C01197,S035,27,SP0118
ORD000356,11/09/2022,P0170,C01760,S042,53,SP0071
ORD000357,15/03/2022,P0150,C02481,S048,44,SP0100
ORD000358,26/04/2022,P0170,C01547,S021,28,SP0084
ORD000359,06/06/2022,P0066,C02487,S018,33,SP0159
ORD000360,13/05/2022,P0031,C00010,S028,45,SP0023
ORD000361,12/03/2022,P0186,C02617,S050,12,SP0055
ORD000362,18/05/2022,P0157,C02372,S003,21,SP0024
ORD000363,06/02/2022,P0092,C00463,S004,19,SP0108
ORD000364,20/07/2022,P0023,C00197,S033,10,SP0050
ORD000365,30/01/2022,P0051,C00641,S007,32,SP0131
ORD000366,22/09/2022,P0014,C00886,S005,50,SP0024
ORD000367,20/04/2022,P0126,C00325,S033,11,SP0046
ORD000368,12/10/2022,P0077,C02366,S019,52,SP0141
ORD000369,26/09/2022,P0084,C00988,S026,21,SP0170
ORD000370,26/11/2022,P0094,C01814,S021,26,SP0139
ORD000371,08/12/2022,P0038,C02381,S001,48,SP0105
ORD000372,11/02/2022,P0154,C02996,S014,51,SP0019
ORD000373,11/05/2022,P0009,C02611,S009,15,SP0200
ORD000374,06/10/2022,P0163,C02989,S002,15,SP0072
ORD000375,27/10/2022,P0003,C02764,S049,34,SP0151
ORD000376,28/11/2022,P0051,C02068,S029,33,SP0138
ORD000377,01/11/2022,P0090,C00255,S032,16,SP0001
ORD000378,19/05/2022,P0158,C01109,S048,41,SP0150
ORD000379,05/10/2022,P0044,C01099,S012,32,SP0040
ORD000380,09/12/2022,P0164,C01652,S026,24,SP0078
ORD000381,27/03/2022,P0006,C00009,S048,45,SP0142
ORD000382,10/12/2022,P0094,C00023,S006,51,SP0154
ORD000383,26/03/2022,P0123,C02023,S022,26,SP0133
ORD000384,20/04/2022,P0166,C02356,S028,55,SP0087
ORD000385,18/12/2022,P0009,C00333,S035,39,SP0067
ORD000386,09/04/2022,P0142,C02477,S018,45,SP0091
ORD000387,06/03/2022,P0051,C01035,S040,31,SP0127
ORD000388,01/04/2022,P0149,C02402,S015,48,SP0079
ORD000389,15/09/2022,P0175,C00699,S044,38,SP0197
ORD000390,04/06/2022,P0034,C00884,S016,13,SP0147
ORD000391,06/08/2022,P0169,C01354,S008,55,SP0152
ORD000392,22/07/2022,P0040,C02537,S042,55,SP0143
ORD000393,03/03/2022,P0107,C02836,S019,50,SP0160
ORD000394,05/11/2022,P0062,C02942,S029,53,SP0069
ORD000395,26/10/2022,P0186,C02705,S026,18,SP0118
ORD000396,18/10/2022,P0001,C00653,S034,39,SP0191
ORD000397,16/08/2022,P0053,C00247,S046,38,SP0062
ORD000398,11/02/2022,P0014,C00726,S018,43,SP0141
ORD000399,24/01/2022,P0128,C01990,S049,55,SP0129
ORD000400,18/09/2022,P0130,C00862,S026,25,SP0016
ORD000401,29/12/2022,P0193,C02734,S015,17,SP0170
ORD000402,18/02/2022,P0060,C00223,S035,52,SP0197
ORD000403,18/09/2022,P0161,C01265,S035,22,SP0047
ORD000404,24/07/2022,P0128,C02366,S015,54,SP0092
ORD000405,11/04/2022,P0017,C02322,S019,20,SP0078
ORD000406,17/03/2022,P0165,C02008,S035,14,SP0067
ORD000407,26/02/2022,P0105,C02170,S027,37,SP0070
ORD000408,03/05/2022,P0067,C00140,S042,48,SP0005
ORD000409,26/11/2022,P0038,C01345,S014,47,SP0139
ORD000410,27/04/2022,P0187,C01324,S044,40,SP0107
ORD000411,17/08/2022,P0156,C00192,S002,20,SP0160
ORD000412,21/12/2022,P0071,C00437,S005,40,SP0153
ORD000413,12/06/2022,P0200,C01218,S034,50,SP0024
ORD000414,15/12/2022,P0187,C01139,S036,46,SP0155
ORD000415,02/04/2022,P0104,C00898,S019,54,SP0124
ORD000416,11/02/2022,P0026,C00015,S020,47,SP0113
ORD000417,14/05/2022,P0038,C00403,S022,39,SP0184
ORD000418,26/06/2022,P0162,C00428,S045,29,SP0090
ORD000419,05/12/2022,P0091,C00275,S044,40,SP0094
ORD000420,02/07/2022,P0166,C02566,S001,28,SP0171
ORD000421,04/06/2022,P0126,C01759,S045,32,SP0082
ORD000422,12/05/2022,P0157,C01994,S011,13,SP0097
ORD000423,17/08/2022,P0138,C00114,S024,29,SP0194
ORD000424,09/03/2022,P0170,C01414,S010,24,SP0124
ORD000425,21/03/2022,P0170,C00431,S036,48,SP0195
ORD000426,02/09/2022,P0032,C00563,S018,14,SP0122
ORD000427,15/01/2022,P0178,C02810,S015,14,SP0156
ORD000428,27/01/2022,P0043,C00301,S008,44,SP0065
ORD000429,16/05/2022,P0049,C00235,S010,41,SP0036
ORD000430,22/09/2022,P0049,C01943,S050,40,SP0008
ORD000431,09/11/2022,P0031,C01285,S037,16,SP0069
ORD000432,15/12/2022,P0176,C01005,S024,43,SP0146
ORD000433,23/11/2022,P0108,C01318,S018,15,SP0007
ORD000434,13/11/2022,P0008,C00810,S015,33,SP0150
ORD000435,10/09/2022,P0051,C01452,S008,45,SP0003
ORD000436,15/05/2022,P0014,C02781,S015,38,SP0159
ORD000437,11/05/2022,P0139,C01203,S047,38,SP0095
ORD000438,26/03/2022,P0183,C02795,S003,18,SP0148
ORD000439,31/03/2022,P0157,C00687,S016,50,SP0075
ORD000440,03/12/2022,P0154,C01009,S024,41,SP0166
ORD000441,25/06/2022,P0048,C01749,S012,43,SP0075
ORD000442,11/11/2022,P0174,C01517,S050,26,SP0065
ORD000443,16/12/2022,P0194,C02742,S038,28,SP0079
ORD000444,20/08/2022,P0173,C00862,S020,53,SP0016
ORD000445,13/04/2022,P0096,C01962,S029,16,SP0093
ORD000446,17/01/2022,P0104,C01425,S012,42,SP0111
ORD000447,22/04/2022,P0062,C01526,S041,18,SP0096
ORD000448,09/09/2022,P0174,C02181,S013,24,SP0094
