OrderID,Order Date,Product ID,Customer ID,Store ID,Quantity Sold,Sales Person ID
ORD000115,02/12/2024,P0156,C00094,S038,65,SP0012
ORD000116,10/06/2024,P0063,C00780,S035,41,SP0001
ORD000117,29/07/2024,P0113,C01464,S008,19,SP0179
ORD000118,02/12/2024,P0141,C01731,S031,56,SP0097
ORD000119,11/10/2024,P0097,C02869,S008,13,SP0177
ORD000120,02/04/2024,P0127,C02466,S016,11,SP0096
ORD000121,28/07/2024,P0015,C00821,S044,37,SP0132
ORD000122,29/11/2024,P0060,C02982,S007,20,SP0031
ORD000123,08/04/2024,P0037,C02724,S003,9,SP0156
ORD000124,16/03/2024,P0174,C00452,S006,54,SP0120
ORD000125,09/10/2024,P0045,C01438,S050,54,SP0163
ORD000126,06/03/2024,P0105,C01236,S038,33,SP0044
ORD000127,26/01/2024,P0085,C02756,S032,5,SP0198
ORD000128,23/08/2024,P0111,C01983,S022,54,SP0081
ORD000129,07/01/2024,P0169,C00745,S023,31,SP0149
ORD000130,21/07/2024,P0021,C01074,S034,25,SP0106
ORD000131,26/08/2024,P0029,C02884,S030,33,SP0163
ORD000132,04/04/2024,P0041,C02321,S013,64,SP0014
ORD000133,25/01/2024,P0113,C00528,S025,47,SP0127
ORD000134,07/12/2024,P0077,C01756,S003,65,SP0038
ORD000135,29/01/2024,P0005,C01167,S023,31,SP0135
ORD000136,10/01/2024,P0097,C00211,S018,47,SP0047
ORD000137,22/08/2024,P0019,C02488,S024,49,SP0046
ORD000138,08/10/2024,P0081,C00617,S033,62,SP0107
ORD000139,21/02/2024,P0159,C01945,S012,57,SP0195
ORD000140,15/07/2024,P0065,C01715,S035,28,SP0154
ORD000141,13/12/2024,P0115,C02593,S020,9,SP0007
ORD000142,01/03/2024,P0168,C00740,S017,64,SP0195
ORD000143,10/02/2024,P0024,C02229,S009,63,SP0186
ORD000144,09/12/2024,P0136,C02749,S044,8,SP0194
ORD000145,16/12/2024,P0091,C02034,S050,56,SP0160
ORD000146,15/01/2024,P0137,C01933,S034,63,SP0110
ORD000147,07/11/2024,P0172,C01545,S033,40,SP0103
ORD000148,29/11/2024,P0118,C00854,S027,13,SP0154
ORD000149,04/06/2024,P0178,C02424,S027,51,SP0092
ORD000150,11/10/2024,P0200,C02881,S016,38,SP0043
ORD000151,21/04/2024,P0121,C01288,S020,30,SP0030
ORD000152,28/08/2024,P0095,C00914,S014,45,SP0179
ORD000153,07/01/2024,P0050,C02543,S031,13,SP0161
ORD000154,30/12/2024,P0069,C02082,S040,39,SP0138
ORD000155,13/03/2024,P0197,C00704,S007,51,SP0018
ORD000156,22/10/2024,P0099,C00296,S027,60,SP0167
ORD000157,09/06/2024,P0195,C02541,S034,59,SP0005
ORD000158,22/03/2024,P0156,C01636,S005,5,SP0198
ORD000159,27/02/2024,P0119,C00844,S018,7,SP0070
ORD000160,06/03/2024,P0119,C02870,S009,47,SP0129
ORD000161,31/03/2024,P0177,C01498,S044,36,SP0184
ORD000162,24/11/2024,P0200,C00763,S015,23,SP0123
ORD000163,18/02/2024,P0073,C01479,S021,60,SP0037
ORD000164,29/06/2024,P0018,C01921,S041,61,SP0140
ORD000165,06/11/2024,P0025,C00600,S008,46,SP0150
ORD000166,05/04/2024,P0077,C00068,S041,62,SP0181
ORD000167,11/02/2024,P0051,C00855,S027,9,SP0135
ORD000168,21/05/2024,P0116,C00844,S046,8,SP0149
ORD000169,18/07/2024,P0198,C02011,S005,40,SP0158
ORD000170,15/06/2024,P0068,C01458,S038,19,SP0059
ORD000171,07/07/2024,P0138,C00370,S014,28,SP0165
ORD000172,28/09/2024,P0021,C01255,S021,15,SP0187
ORD000173,02/04/2024,P0096,C00444,S019,53,SP0118
ORD000174,01/08/2024,P0194,C00213,S009,36,SP0120
ORD000175,30/07/2024,P0051,C00170,S034,20,SP0165
ORD000176,22/03/2024,P0059,C01968,S045,40,SP0060
ORD000177,02/11/2024,P0126,C00467,S037,62,SP0142
ORD000178,31/10/2024,P0086,C02820,S014,63,SP0089
ORD000179,20/05/2024,P0096,C02947,S004,55,SP0186
ORD000180,19/08/2024,P0015,C00700,S001,36,SP0121
ORD000181,10/01/2024,P0080,C01102,S049,56,SP0147
ORD000182,23/04/2024,P0168,C02651,S032,55,SP0065
ORD000183,03/02/2024,P0035,C00586,S041,22,SP0052
ORD000184,29/04/2024,P0063,C00486,S012,23,SP0168
ORD000185,16/03/2024,P0182,C02690,S008,6,SP0184
ORD000186,09/10/2024,P0118,C00060,S031,29,SP0085
ORD000187,12/03/2024,P0145,C00292,S037,19,SP0093
ORD000188,21/11/2024,P0105,C01329,S036,47,SP0144
ORD000189,20/04/2024,P0160,C00177,S042,60,SP0099
ORD000190,01/11/2024,P0191,C01172,S025,60,SP0051
ORD000191,07/03/2024,P0151,C02860,S014,10,SP0158
ORD000192,19/05/2024,P0082,C01231,S032,61,SP0096
ORD000193,10/01/2024,P0149,C02847,S028,43,SP0106
ORD000194,27/10/2024,P0130,C01935,S049,47,SP0058
ORD000195,17/09/2024,P0151,C02361,S031,52,SP0188
ORD000196,18/06/2024,P0074,C01727,S012,40,SP0174
ORD000197,28/02/2024,P0155,C02666,S050,35,SP0089
ORD000198,09/05/2024,P0001,C01786,S001,60,SP0017
ORD000199,02/05/2024,P0008,C01467,S045,46,SP0122
ORD000200,16/02/2024,P0154,C02906,S042,34,SP0014
ORD000201,17/07/2024,P0061,C01875,S034,62,SP0097
ORD000202,14/05/2024,P0001,C00220,S045,43,SP0012
ORD000203,22/10/2024,P0024,C01011,S015,48,SP0031
ORD000204,04/02/2024,P0036,C01288,S041,6,SP0193
ORD000205,04/05/2024,P0183,C02298,S004,56,SP0180
ORD000206,29/12/2024,P0025,C02296,S009,16,SP0105
ORD000207,29/05/2024,P0116,C02493,S019,47,SP0096
ORD000208,22/05/2024,P0091,C01301,S017,63,SP0038
ORD000209,07/01/2024,P0004,C00539,S016,63,SP0176
ORD000210,03/06/2024,P0035,C00727,S024,34,SP0144
ORD000211,03/11/2024,P0090,C01423,S005,13,SP0190
ORD000212,13/07/2024,P0044,C00319,S026,51,SP0085
ORD000213,10/04/2024,P0030,C00633,S034,25,SP0189
ORD000214,11/05/2024,P0007,C02291,S043,6,SP0154
ORD000215,28/02/2024,P0047,C01307,S044,29,SP0038
ORD000216,14/09/2024,P0196,C00134,S031,25,SP0156
ORD000217,25/07/2024,P0185,C01224,S023,17,SP0163
ORD000218,28/10/2024,P0035,C02957,S038,55,SP0073
ORD000219,11/10/2024,P0072,C01751,S025,8,SP0016
ORD000220,03/08/2024,P0169,C01486,S045,59,SP0142
ORD000221,27/07/2024,P0035,C00024,S036,34,SP0167
ORD000222,12/09/2024,P0016,C00525,S007,29,SP0032
ORD000223,09/08/2024,P0031,C02986,S029,50,SP0177
ORD000224,07/05/2024,P0071,C02638,S015,49,SP0095
ORD000225,29/05/2024,P0146,C00637,S042,19,SP0126
ORD000226,18/05/2024,P0116,C00161,S023,60,SP0143
ORD000227,07/07/2024,P0082,C02298,S035,19,SP0003
ORD000228,31/03/2024,P0095,C01822,S002,43,SP0082
ORD000229,14/10/2024,P0117,C01584,S024,42,SP0023
ORD000230,28/01/2024,P0058,C01224,S024,18,SP0066
ORD000231,11/12/2024,P0105,C02705,S041,10,SP0002
ORD000232,13/10/2024,P0089,C00796,S024,55,SP0117
ORD000233,10/06/2024,P0014,C00264,S016,63,SP0067
ORD000234,14/08/2024,P0064,C00924,S022,32,SP0147
ORD000235,12/05/2024,P0179,C00011,S017,35,SP0129
ORD000236,18/02/2024,P0183,C02943,S018,38,SP0136
ORD000237,21/03/2024,P0142,C01776,S018,53,SP0186
ORD000238,08/06/2024,P0141,C00270,S007,38,SP0161
ORD000239,17/08/2024,P0190,C00111,S012,38,SP0112
ORD000240,23/07/2024,P0147,C01977,S012,7,SP0016
ORD000241,22/09/2024,P0191,C01404,S042,37,SP0136
ORD000242,09/09/2024,P0141,C00911,S042,27,SP0019
ORD000243,04/02/2024,P0171,C01583,S041,41,SP0031
ORD000244,26/11/2024,P0077,C02976,S048,26,SP0029
ORD000245,14/04/2024,P0133,C00978,S039,36,SP0144
ORD000246,08/11/2024,P0200,C01402,S045,30,SP0072
ORD000247,10/12/2024,P0059,C00911,S002,19,SP0025
ORD000248,20/02/2024,P0200,C00378,S027,15,SP0092
ORD000249,08/07/2024,P0175,C02443,S001,35,SP0156
ORD000250,20/10/2024,P0175,C00213,S017,9,SP0164
ORD000251,17/01/2024,P0130,C02495,S042,19,SP0037
ORD000252,24/11/2024,P0189,C01291,S014,54,SP0069
ORD000253,18/12/2024,P0122,C01577,S022,25,SP0160
ORD000254,05/09/2024,P0015,C01328,S010,39,SP0105
ORD000255,15/07/2024,P0049,C02830,S003,7,SP0157
ORD000256,12/03/2024,P0133,C01005,S047,49,SP0024
ORD000257,15/11/2024,P0080,C01165,S044,59,SP0118
ORD000258,19/11/2024,P0115,C00577,S036,25,SP0004
ORD000259,11/05/2024,P0075,C02377,S035,52,SP0146
ORD000260,11/07/2024,P0024,C02146,S007,64,SP0046
ORD000261,07/05/2024,P0062,C02046,S037,11,SP0011
ORD000262,09/08/2024,P0070,C01444,S012,23,SP0027
ORD000263,17/08/2024,P0119,C01743,S049,46,SP0182
ORD000264,29/08/2024,P0049,C01033,S020,12,SP0121
ORD000265,17/03/2024,P0178,C02696,S028,7,SP0125
ORD000266,23/08/2024,P0083,C00514,S013,25,SP0111
ORD000267,26/03/2024,P0013,C01273,S002,60,SP0060
ORD000268,10/03/2024,P0151,C01980,S028,65,SP0134
ORD000269,02/11/2024,P0162,C01552,S033,40,SP0045
ORD000270,30/03/2024,P0133,C00858,S046,9,SP0187
ORD000271,29/07/2024,P0109,C00860,S039,11,SP0170
ORD000272,14/12/2024,P0030,C02084,S042,22,SP0059
ORD000273,15/05/2024,P0058,C01828,S040,14,SP0064
ORD000274,11/11/2024,P0014,C02485,S048,24,SP0180
ORD000275,24/09/2024,P0128,C01487,S025,19,SP0090
ORD000276,16/07/2024,P0080,C02975,S008,55,SP0001
ORD000277,22/09/2024,P0120,C01479,S032,15,SP0122
ORD000278,19/04/2024,P0169,C00568,S049,44,SP0080
ORD000279,04/01/2024,P0049,C00608,S043,42,SP0005
ORD000280,25/11/2024,P0116,C02331,S003,34,SP0183
ORD000281,15/09/2024,P0011,C02182,S028,33,SP0129
ORD000282,25/06/2024,P0048,C02735,S044,49,SP0120
ORD000283,09/01/2024,P0074,C02694,S042,35,SP0069
ORD000284,11/07/2024,P0002,C02798,S008,27,SP0145
ORD000285,14/08/2024,P0092,C01868,S044,53,SP0037
ORD000286,19/03/2024,P0064,C01973,S017,10,SP0057
ORD000287,27/11/2024,P0060,C02197,S027,12,SP0073
ORD000288,20/01/2024,P0028,C01028,S020,25,SP0165
ORD000289,23/10/2024,P0092,C00653,S011,37,SP0186
ORD000290,25/01/2024,P0074,C00533,S050,8,SP0148
ORD000291,06/02/2024,P0172,C01452,S034,55,SP0052
ORD000292,12/02/2024,P0102,C00881,S017,26,SP0022
ORD000293,31/10/2024,P0160,C00952,S047,59,SP0013
ORD000294,26/02/2024,P0088,C00352,S033,59,SP0180
ORD000295,10/04/2024,P0161,C02121,S020,25,SP0195
ORD000296,29/12/2024,P0057,C01163,S007,10,SP0195
ORD000297,10/04/2024,P0195,C01403,S045,32,SP0109
ORD000298,22/08/2024,P0106,C00554,S015,58,SP0113
ORD000299,29/05/2024,P0076,C01181,S031,55,SP0067
ORD000300,07/04/2024,P0026,C00698,S027,7,SP0118
ORD000301,25/10/2024,P0048,C00525,S032,46,SP0137
ORD000302,16/10/2024,P0049,C01589,S028,19,SP0099
ORD000303,22/03/2024,P0113,C00210,S049,31,SP0133
ORD000304,10/05/2024,P0109,C02552,S039,60,SP0146
ORD000305,19/09/2024,P0052,C00011,S049,25,SP0014
ORD000306,22/04/2024,P0089,C02297,S034,43,SP0062
ORD000307,01/01/2024,P0164,C01273,S046,37,SP0040
ORD000308,04/04/2024,P0033,C01569,S020,51,SP0195
ORD000309,29/11/2024,P0147,C01384,S037,27,SP0104
ORD000310,20/02/2024,P0191,C00072,S030,7,SP0045
ORD000311,04/01/2024,P0057,C00451,S039,6,SP0190
ORD000312,26/09/2024,P0098,C00583,S003,61,SP0130
ORD000313,18/08/2024,P0087,C02859,S018,44,SP0102
ORD000314,21/09/2024,P0088,C01794,S020,57,SP0194
ORD000315,13/08/2024,P0109,C00575,S050,7,SP0009
ORD000316,01/01/2024,P0151,C01960,S047,35,SP0173
ORD000317,25/05/2024,P0186,C00741,S019,38,SP0067
ORD000318,14/05/2024,P0089,C01342,S032,31,SP0037
ORD000319,01/10/2024,P0136,C02989,S047,23,SP0055
ORD000320,19/11/2024,P0147,C02405,S028,28,SP0174
ORD000321,10/07/2024,P0071,C02195,S003,55,SP0106
ORD000322,10/07/2024,P0048,C00765,S007,14,SP0194
ORD000323,12/11/2024,P0079,C02399,S026,12,SP0048
ORD000324,26/12/2024,P0109,C01549,S046,50,SP0088
ORD000325,05/08/2024,P0038,C01463,S026,5,SP0017
ORD000326,06/12/2024,P0010,C00661,S028,18,SP0044
ORD000327,21/07/2024,P0159,C02535,S046,16,SP0105
ORD000328,07/04/2024,P0128,C01045,S046,10,SP0151
ORD000329,06/05/2024,P0059,C00752,S023,58,SP0183
ORD000330,30/12/2024,P0033,C01009,S038,50,SP0175
ORD000331,13/04/2024,P0175,C00645,S034,15,SP0128
ORD000332,29/09/2024,P0126,C00497,S018,49,SP0129
ORD000333,08/09/2024,P0086,C02022,S005,24,SP0173
ORD000334,19/05/2024,P0197,C01690,S040,54,SP0062
ORD000335,09/08/2024,P0136,C01481,S035,64,SP0075
ORD000336,07/11/2024,P0039,C01943,S006,12,SP0102
ORD000337,15/11/2024,P0086,C00682,S006,55,SP0184
ORD000338,02/03/2024,P0032,C00750,S019,58,SP0141
ORD000339,28/11/2024,P0072,C01412,S035,56,SP0083
ORD000340,22/10/2024,P0162,C01149,S045,35,SP0009
ORD000341,09/04/2024,P0061,C02306,S015,36,SP0020
ORD000342,16/01/2024,P0065,C01992,S035,43,SP0120
ORD000343,19/04/2024,P0199,C00587,S029,29,SP0129
ORD000344,17/02/2024,P0171,C01562,S019,49,SP0177
ORD000345,07/07/2024,P0026,C00113,S002,47,SP0030
ORD000346,23/09/2024,P0098,C02009,S028,45,SP0191
ORD000347,07/06/2024,P0052,C01977,S046,63,SP0024
ORD000348,08/03/2024,P0057,C02303,S035,53,SP0002
ORD000349,23/06/2024,P0082,C01322,S022,29,SP0047
ORD000350,29/07/2024,P0006,C01761,S018,21,SP0180
ORD000351,03/02/2024,P0021,C00693,S046,58,SP0104
ORD000352,13/05/2024,P0141,C01321,S034,59,SP0112
ORD000353,17/03/2024,P0135,C01295,S046,36,SP0082
ORD000354,01/11/2024,P0050,C01611,S034,31,SP0148
ORD000355,23/04/2024,P0109,C01255,S032,40,SP0075
ORD000356,10/10/2024,P0004,C01517,S035,25,SP0133
ORD000357,28/04/2024,P0186,C01978,S044,12,SP0019
ORD000358,27/02/2024,P0096,C01840,S005,21,SP0061
ORD000359,07/02/2024,P0178,C01752,S042,42,SP0151
ORD000360,10/06/2024,P0015,C00053,S044,27,SP0187
ORD000361,01/11/2024,P0096,C01746,S025,44,SP0125
ORD000362,31/03/2024,P0167,C01384,S002,31,SP0121
ORD000363,22/05/2024,P0194,C01273,S044,39,SP0115
ORD000364,30/08/2024,P0061,C00503,S001,50,SP0050
ORD000365,19/01/2024,P0086,C02293,S044,60,SP0137
ORD000366,16/02/2024,P0118,C00719,S031,43,SP0176
ORD000367,15/06/2024,P0059,C02541,S050,14,SP0042
ORD000368,29/10/2024,P0179,C01833,S035,10,SP0079
ORD000369,26/09/2024,P0110,C02642,S006,60,SP0110
ORD000370,26/01/2024,P0145,C01188,S029,38,SP0013
ORD000371,24/12/2024,P0196,C00742,S014,59,SP0138
ORD000372,29/11/2024,P0171,C01088,S041,25,SP0185
ORD000373,19/08/2024,P0106,C00078,S003,17,SP0027
ORD000374,05/04/2024,P0129,C00981,S007,21,SP0070
ORD000375,25/09/2024,P0114,C02622,S039,34,SP0068
ORD000376,23/06/2024,P0181,C01281,S009,62,SP0184
ORD000377,27/11/2024,P0044,C00012,S016,65,SP0152
ORD000378,07/12/2024,P0124,C00190,S043,57,SP0099
ORD000379,02/06/2024,P0076,C01280,S033,6,SP0138
ORD000380,17/08/2024,P0114,C01133,S015,65,SP0023
ORD000381,24/09/2024,P0091,C01533,S042,39,SP0149
ORD000382,05/11/2024,P0141,C00610,S038,29,SP0149
ORD000383,08/06/2024,P0078,C01408,S031,18,SP0174
ORD000384,06/02/2024,P0129,C01726,S015,13,SP0030
ORD000385,13/01/2024,P0128,C01615,S003,32,SP0099
ORD000386,04/11/2024,P0179,C02559,S026,26,SP0168
ORD000387,03/09/2024,P0107,C01081,S034,62,SP0087
ORD000388,09/09/2024,P0023,C01531,S003,9,SP0019
ORD000389,12/03/2024,P0019,C02258,S037,50,SP0033
ORD000390,31/10/2024,P0040,C01861,S019,45,SP0149
ORD000391,30/08/2024,P0161,C02630,S049,10,SP0073
ORD000392,12/02/2024,P0148,C00130,S033,64,SP0162
ORD000393,28/04/2024,P0123,C01226,S043,33,SP0033
ORD000394,06/01/2024,P0159,C00403,S002,42,SP0004
ORD000395,30/12/2024,P0199,C02457,S013,32,SP0018
ORD000396,21/07/2024,P0076,C01256,S003,16,SP0005
ORD000397,01/12/2024,P0054,C02393,S045,33,SP0040
ORD000398,20/07/2024,P0044,C02941,S041,16,SP0183
ORD000399,03/08/2024,P0094,C02229,S016,45,SP0093
ORD000400,26/08/2024,P0081,C01406,S029,53,SP0079
ORD000401,21/12/2024,P0139,C01356,S046,64,SP0196
ORD000402,17/10/2024,P0141,C00877,S006,40,SP0198
ORD000403,11/10/2024,P0078,C00281,S032,12,SP0094
ORD000404,29/11/2024,P0080,C02826,S020,25,SP0044
ORD000405,01/03/2024,P0003,C00656,S021,29,SP0190
ORD000406,29/03/2024,P0080,C00680,S022,62,SP0038
ORD000407,02/08/2024,P0156,C01969,S008,25,SP0027
ORD000408,29/08/2024,P0044,C01772,S011,49,SP0173
ORD000409,25/06/2024,P0102,C01693,S044,61,SP0017
ORD000410,06/11/2024,P0015,C02616,S020,62,SP0022
ORD000411,02/11/2024,P0190,C01092,S039,55,SP0041
ORD000412,05/10/2024,P0185,C01090,S026,62,SP0070
ORD000413,04/10/2024,P0055,C01970,S015,25,SP0183
ORD000414,19/03/2024,P0075,C01965,S021,17,SP0180
ORD000415,12/12/2024,P0070,C00704,S021,34,SP0087
ORD000416,21/03/2024,P0133,C02065,S032,43,SP0066
ORD000417,14/11/2024,P0053,C02428,S048,48,SP0197
ORD000418,29/08/2024,P0130,C01246,S006,19,SP0057
ORD000419,17/11/2024,P0128,C00459,S014,9,SP0133
ORD000420,10/02/2024,P0022,C01346,S039,10,SP0036
ORD000421,08/08/2024,P0124,C01290,S024,48,SP0157
ORD000422,02/12/2024,P0109,C01917,S037,57,SP0114
ORD000423,26/01/2024,P0006,C01347,S010,43,SP0115
ORD000424,25/09/2024,P0038,C01995,S008,22,SP0153
ORD000425,24/08/2024,P0125,C02478,S047,62,SP0152
ORD000426,18/08/2024,P0157,C00477,S050,20,SP0176
ORD000427,17/07/2024,P0171,C00458,S044,35,SP0031
ORD000428,02/10/2024,P0146,C02128,S041,14,SP0169
ORD000429,11/08/2024,P0178,C00419,S006,48,SP0020
ORD000430,22/06/2024,P0049,C01515,S013,46,SP0087
ORD000431,10/12/2024,P0187,C01907,S011,35,SP0145
ORD000432,08/12/2024,P0093,C02100,S022,49,SP0106
ORD000433,08/06/2024,P0027,C00095,S004,54,SP0122
ORD000434,15/09/2024,P0109,C02465,S045,62,SP0031
ORD000435,22/07/2024,P0070,C01343,S043,49,SP0040
ORD000436,30/07/2024,P0024,C00100,S034,61,SP0017
ORD000437,16/03/2024,P0051,C02950,S037,35,SP0184
ORD000438,07/11/2024,P0024,C00664,S027,11,SP0039
ORD000439,05/11/2024,P0119,C01710,S036,41,SP0063
ORD000440,23/09/2024,P0173,C02137,S003,40,SP0035
ORD000441,03/02/2024,P0020,C01438,S043,24,SP0081
ORD000442,20/09/2024,P0019,C02411,S045,61,SP0174
ORD000443,18/02/2024,P0023,C01832,S004,64,SP0103
ORD000444,17/06/2024,P0131,C02716,S044,54,SP0040
ORD000445,25/12/2024,P0085,C00912,S007,50,SP0011
ORD000446,07/10/2024,P0181,C01740,S037,12,SP0155
ORD000447,26/12/2024,P0172,C02545,S038,15,SP0132
ORD000448,31/03/2024,P0180,C01971,S022,40,SP0112
